date,catalog_units,active_articles,avg_article_velocity,avg_relative_velocity,positive_velocity_share_pct
2019-09-28,191378.0,24558,0.06258596161905909,1.7414687017643697,30.8334366348498
2020-04-11,157451.0,24218,-0.11267104657488396,-1.8903819246833613,11.566305393982509
2019-11-29,154728.0,24502,0.0104315907879936,0.5988939584378633,20.14504765851637
2018-11-23,130780.0,13876,0.06286007583851844,1.9240408856779467,39.785892359583514
2018-09-29,126218.0,10760,-0.10089258633389682,-2.765420870550871,32.655949853402085
2019-07-24,120584.0,23572,0.018043042735462943,0.32397723011768065,29.321173535231868
2019-04-06,114840.0,20706,-0.029308088483620324,-0.7101903454728934,25.438337273443658
2020-06-17,107768.0,24057,0.12261171785286704,2.4385029209716436,33.6112536343424
2019-11-28,101867.0,24509,0.17688230940044417,3.6500021182396125,24.058031088082902
2019-06-19,99864.0,22943,0.24853094222763752,5.316502955462285,43.1680881307747
2020-06-24,95818.0,23548,0.018579487595974227,0.32912490020013585,30.42375475576158
2019-05-16,93914.0,22396,0.024838510728081353,0.39538072487833004,29.8159509202454
2019-06-26,93288.0,23062,-0.1515588769029142,-3.023612673562314,20.002646436132675
2019-06-24,92253.0,23002,-0.07245479863843295,-1.5463565232785725,25.989125149197648
2019-06-20,89559.0,22907,0.25706602150127966,5.356560835291053,40.41872249633285
2019-06-25,88894.0,23002,-0.11559038029626298,-2.339897905549506,21.745274686451157
2020-06-25,85942.0,23508,-0.06842573785701743,-1.0638966811988833,25.78988941548183
2019-06-22,84814.0,22935,0.05806023029229421,0.8815315287827076,31.53675819309123
2020-06-18,82106.0,23959,0.15697699327363848,2.919874150908266,34.672893192236835
2019-06-21,81405.0,22925,0.21301082702761018,4.252116118589287,36.49158637836878
