date,catalog_units,active_articles,avg_article_velocity,avg_relative_velocity,positive_velocity_share_pct
2018-09-20,40919.0,7228,,,
2018-09-21,40130.0,8580,,,
2018-09-22,15343.0,8882,,,
2018-09-23,44423.0,9390,,,
2018-09-24,38823.0,9669,0.06918531109178562,0.8204087044253316,46.87327061427781
2018-09-25,37413.0,9891,0.961613386613388,23.071466974615905,81.77156177156178
2018-09-26,40580.0,10108,0.7223437449737852,17.795215939494906,76.53681603242514
2018-09-27,37877.0,10310,-0.15216035295907487,-3.729351400036528,34.36634717784877
2018-09-28,58327.0,10527,-0.08892188585021336,-2.349190967325341,35.00879098148723
2018-09-29,126218.0,10760,-0.10089258633389682,-2.765420870550871,32.655949853402085
2018-09-30,33434.0,10792,-0.10781417830290006,-2.9874936001932477,32.58804907004353
2018-10-01,33284.0,10861,-0.24642510738533993,-6.351263268785119,23.46265761396702
2018-10-02,34740.0,10932,-0.8385240673641926,-20.97014704556817,8.520946138500998
2018-10-03,33378.0,11001,-0.6616171003717467,-16.73578605356765,10.762081784386616
2018-10-04,33548.0,11073,-0.09513660912845495,-2.6268381095491606,29.373610081541884
2018-10-05,29787.0,11148,-0.07282938955897253,-2.122218043572408,33.054046588711905
2018-10-06,32961.0,11218,0.11393811091945005,2.4278553569524743,48.21624588364435
2018-10-07,28955.0,11255,0.23186853143220815,5.444198859619831,57.05844923188801
2018-10-08,25143.0,11288,0.19615280411812466,4.634037714750933,56.35329179084259
2018-10-09,33349.0,11343,0.16639756010046589,3.9685490418094953,54.314675278076784
2018-10-10,54535.0,11449,0.08679290935486325,2.0907651789500448,46.97807095738991
2018-10-11,51426.0,11568,0.028438154471028737,0.5893106535811115,41.1017325633052
2018-10-12,45947.0,11689,0.06219626404778794,1.4715953861822464,44.82636428065202
2018-10-13,46670.0,11794,0.010402891651238635,0.5983218836477121,39.46927620558935
2018-10-14,32313.0,11838,-0.11183135145926637,-2.3165863429749036,30.24718316010132
2018-10-15,29294.0,11880,-0.1572564710531509,-3.7400290126202145,26.452282157676347
